measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,United States,Male,20 to 24,Hypertensive heart disease,Percent,2017,5.42708243085e-05,7.64309093807e-05,3.71822153979e-05
Prevalence,United States,Female,20 to 24,Hypertensive heart disease,Percent,2017,5.63631487295e-05,8.01744843136e-05,3.83653984487e-05
Prevalence,United States,Male,25 to 29,Hypertensive heart disease,Percent,2017,0.000189156591407,0.00026113386994,0.00013001297844
Prevalence,United States,Female,25 to 29,Hypertensive heart disease,Percent,2017,0.000232398100718,0.000318724460165,0.000157387187653
Prevalence,United States,Male,30 to 34,Hypertensive heart disease,Percent,2017,0.000401439953802,0.00051214302826,0.00029999530676
Prevalence,United States,Female,30 to 34,Hypertensive heart disease,Percent,2017,0.000478654414228,0.00061722838342,0.000357144633095
Prevalence,United States,Male,35 to 39,Hypertensive heart disease,Percent,2017,0.000675690658108,0.000866330509751,0.000500098646391
Prevalence,United States,Female,35 to 39,Hypertensive heart disease,Percent,2017,0.000685503387998,0.000884402598616,0.000511592997357
Prevalence,United States,Male,40 to 44,Hypertensive heart disease,Percent,2017,0.00103608681753,0.00131907404706,0.000784987754215
Prevalence,United States,Female,40 to 44,Hypertensive heart disease,Percent,2017,0.000963590686012,0.00123520106902,0.000730488747297
Prevalence,United States,Male,45 to 49,Hypertensive heart disease,Percent,2017,0.00199676710439,0.00248020720533,0.00155475442044
Prevalence,United States,Female,45 to 49,Hypertensive heart disease,Percent,2017,0.00178481744756,0.00220792964261,0.00141813035117
Prevalence,United States,Male,50 to 54,Hypertensive heart disease,Percent,2017,0.00312261908721,0.00393183380175,0.00237090729509
Prevalence,United States,Female,50 to 54,Hypertensive heart disease,Percent,2017,0.00268683161794,0.00330682694638,0.00208904292742
Prevalence,United States,Male,55 to 59,Hypertensive heart disease,Percent,2017,0.00419991666112,0.00534430904342,0.00319108022804
Prevalence,United States,Female,55 to 59,Hypertensive heart disease,Percent,2017,0.00332849470661,0.00415734705915,0.00257162844426
Prevalence,United States,Male,60 to 64,Hypertensive heart disease,Percent,2017,0.00562073008118,0.00755645597867,0.00392434764474
Prevalence,United States,Female,60 to 64,Hypertensive heart disease,Percent,2017,0.00449058113565,0.00586767961719,0.00324944684761
Prevalence,United States,Male,65 to 69,Hypertensive heart disease,Percent,2017,0.00707584957857,0.00916313011646,0.00525361226786
Prevalence,United States,Female,65 to 69,Hypertensive heart disease,Percent,2017,0.00663495731171,0.00851670976322,0.00497836858715
Prevalence,United States,Male,70 to 74,Hypertensive heart disease,Percent,2017,0.00814283686252,0.0110968069596,0.00557758158479
Prevalence,United States,Female,70 to 74,Hypertensive heart disease,Percent,2017,0.00900300027721,0.0118950924057,0.00643358233847
Prevalence,United States,Male,75 to 79,Hypertensive heart disease,Percent,2017,0.00958541003367,0.0127113795636,0.00692633771036
Prevalence,United States,Female,75 to 79,Hypertensive heart disease,Percent,2017,0.0124329276258,0.0164088410317,0.00902352383537
Prevalence,United States,Male,80 plus,Hypertensive heart disease,Percent,2017,0.015499972067,0.0202673431717,0.0114253985167
Prevalence,United States,Female,80 plus,Hypertensive heart disease,Percent,2017,0.027896535394,0.0352748608654,0.0212338368798
Prevalence,United States,Male,10 to 14,Chronic obstructive pulmonary disease,Percent,2017,0.0026334939012,0.00288744897672,0.00224162354917
Prevalence,United States,Female,10 to 14,Chronic obstructive pulmonary disease,Percent,2017,0.00233726868726,0.00264387667668,0.00188914454448
Prevalence,United States,Male,15 to 19,Chronic obstructive pulmonary disease,Percent,2017,0.00336266114699,0.00383367292608,0.00287727232272
Prevalence,United States,Female,15 to 19,Chronic obstructive pulmonary disease,Percent,2017,0.00286879733375,0.00333537516675,0.0022978210497
Prevalence,United States,Male,20 to 24,Chronic obstructive pulmonary disease,Percent,2017,0.00420349829657,0.00512001467785,0.00343978814049
Prevalence,United States,Female,20 to 24,Chronic obstructive pulmonary disease,Percent,2017,0.00359301165233,0.0043781855919,0.00286074600045
Prevalence,United States,Male,25 to 29,Chronic obstructive pulmonary disease,Percent,2017,0.00543682933132,0.00662227066506,0.00436955218893
Prevalence,United States,Female,25 to 29,Chronic obstructive pulmonary disease,Percent,2017,0.00496335062379,0.00607973818231,0.00399792475572
Prevalence,United States,Male,30 to 34,Chronic obstructive pulmonary disease,Percent,2017,0.0074850529593,0.00921676506554,0.0059978206108
Prevalence,United States,Female,30 to 34,Chronic obstructive pulmonary disease,Percent,2017,0.00751986202662,0.00926355699235,0.00601246334747
Prevalence,United States,Male,35 to 39,Chronic obstructive pulmonary disease,Percent,2017,0.0120563154067,0.0143678272495,0.00994397805678
Prevalence,United States,Female,35 to 39,Chronic obstructive pulmonary disease,Percent,2017,0.0136187108668,0.0162937402446,0.0110593460427
Prevalence,United States,Male,40 to 44,Chronic obstructive pulmonary disease,Percent,2017,0.0220072698807,0.0266720796122,0.0180720531796
Prevalence,United States,Female,40 to 44,Chronic obstructive pulmonary disease,Percent,2017,0.0271316028082,0.0327094162683,0.0220594529355
Prevalence,United States,Male,45 to 49,Chronic obstructive pulmonary disease,Percent,2017,0.0400169956785,0.0466820621516,0.0341970482419
Prevalence,United States,Female,45 to 49,Chronic obstructive pulmonary disease,Percent,2017,0.0496114197122,0.057305277467,0.0425828405041
Prevalence,United States,Male,50 to 54,Chronic obstructive pulmonary disease,Percent,2017,0.0663964953162,0.0761074273655,0.0580383270777
Prevalence,United States,Female,50 to 54,Chronic obstructive pulmonary disease,Percent,2017,0.0741616380859,0.0843592189909,0.0656617171835
Prevalence,United States,Male,55 to 59,Chronic obstructive pulmonary disease,Percent,2017,0.0980246613103,0.111178065169,0.0863630417018
Prevalence,United States,Female,55 to 59,Chronic obstructive pulmonary disease,Percent,2017,0.0943258608562,0.106986818461,0.0834103581316
Prevalence,United States,Male,60 to 64,Chronic obstructive pulmonary disease,Percent,2017,0.139649745821,0.158901663494,0.122868310567
Prevalence,United States,Female,60 to 64,Chronic obstructive pulmonary disease,Percent,2017,0.120664439832,0.136080869803,0.106212065652
Prevalence,United States,Male,65 to 69,Chronic obstructive pulmonary disease,Percent,2017,0.201507105894,0.227559048387,0.177783687436
Prevalence,United States,Female,65 to 69,Chronic obstructive pulmonary disease,Percent,2017,0.171425184447,0.193679451732,0.151528514093
Prevalence,United States,Male,70 to 74,Chronic obstructive pulmonary disease,Percent,2017,0.272325040945,0.303055371878,0.244165990309
Prevalence,United States,Female,70 to 74,Chronic obstructive pulmonary disease,Percent,2017,0.232086250647,0.257972034713,0.208641006017
Prevalence,United States,Male,75 to 79,Chronic obstructive pulmonary disease,Percent,2017,0.327401298293,0.359811040629,0.295427496766
Prevalence,United States,Female,75 to 79,Chronic obstructive pulmonary disease,Percent,2017,0.27221540196,0.301308444076,0.244729484189
Prevalence,United States,Male,80 plus,Chronic obstructive pulmonary disease,Percent,2017,0.348507892409,0.38602977105,0.314019987676
Prevalence,United States,Female,80 plus,Chronic obstructive pulmonary disease,Percent,2017,0.278984285606,0.310569213107,0.249723798502
Prevalence,United States,Male,10 to 14,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,10 to 14,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,15 to 19,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,15 to 19,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,20 to 24,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,20 to 24,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,25 to 29,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,25 to 29,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,30 to 34,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,30 to 34,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,35 to 39,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,35 to 39,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,40 to 44,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,40 to 44,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,45 to 49,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,45 to 49,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,50 to 54,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,50 to 54,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,55 to 59,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,55 to 59,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,60 to 64,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,60 to 64,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,65 to 69,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,65 to 69,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,70 to 74,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,70 to 74,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,75 to 79,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,75 to 79,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,80 plus,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,80 plus,Other chronic respiratory diseases,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,10 to 14,Injuries,Percent,2017,0.08368495392,0.0961167709158,0.0735494091214
Prevalence,United States,Female,10 to 14,Injuries,Percent,2017,0.0772363083162,0.0884452635988,0.0674987452478
Prevalence,United States,Male,15 to 19,Injuries,Percent,2017,0.126975030042,0.143043698539,0.113408960451
Prevalence,United States,Female,15 to 19,Injuries,Percent,2017,0.125816880212,0.152378645049,0.104143206982
Prevalence,United States,Male,20 to 24,Injuries,Percent,2017,0.175710511907,0.195967617559,0.159163046252
Prevalence,United States,Female,20 to 24,Injuries,Percent,2017,0.142183436029,0.167074558315,0.121041263096
Prevalence,United States,Male,25 to 29,Injuries,Percent,2017,0.216361209223,0.239178570941,0.198896320444
Prevalence,United States,Female,25 to 29,Injuries,Percent,2017,0.140659492884,0.156835211876,0.127527597112
Prevalence,United States,Male,30 to 34,Injuries,Percent,2017,0.267649367674,0.291829277518,0.248548881294
Prevalence,United States,Female,30 to 34,Injuries,Percent,2017,0.162795312061,0.178763841935,0.150387216547
Prevalence,United States,Male,35 to 39,Injuries,Percent,2017,0.311409916196,0.338854211698,0.290196248269
Prevalence,United States,Female,35 to 39,Injuries,Percent,2017,0.187466636779,0.202398682429,0.173731613875
Prevalence,United States,Male,40 to 44,Injuries,Percent,2017,0.351424835209,0.38176295849,0.328268840377
Prevalence,United States,Female,40 to 44,Injuries,Percent,2017,0.216002102108,0.235547801945,0.20076708532
Prevalence,United States,Male,45 to 49,Injuries,Percent,2017,0.396308412937,0.430784589105,0.369228299955
Prevalence,United States,Female,45 to 49,Injuries,Percent,2017,0.25383729703,0.28141427314,0.235232701703
Prevalence,United States,Male,50 to 54,Injuries,Percent,2017,0.443485379348,0.480915068314,0.416376777026
Prevalence,United States,Female,50 to 54,Injuries,Percent,2017,0.30077211923,0.331356069922,0.278834195542
Prevalence,United States,Male,55 to 59,Injuries,Percent,2017,0.492767194954,0.533958824277,0.461570395392
Prevalence,United States,Female,55 to 59,Injuries,Percent,2017,0.355629269218,0.39165598927,0.326336924743
Prevalence,United States,Male,60 to 64,Injuries,Percent,2017,0.539528672362,0.582217967155,0.505214858659
Prevalence,United States,Female,60 to 64,Injuries,Percent,2017,0.40980917825,0.450863722806,0.373711849948
Prevalence,United States,Male,65 to 69,Injuries,Percent,2017,0.587295686307,0.635167744232,0.546696155653
Prevalence,United States,Female,65 to 69,Injuries,Percent,2017,0.471627167205,0.522248468084,0.428509843587
Prevalence,United States,Male,70 to 74,Injuries,Percent,2017,0.633620350049,0.687224851471,0.58915961547
Prevalence,United States,Female,70 to 74,Injuries,Percent,2017,0.531215233723,0.596471814001,0.483343494027
Prevalence,United States,Male,75 to 79,Injuries,Percent,2017,0.688993749795,0.742299128915,0.641902641531
Prevalence,United States,Female,75 to 79,Injuries,Percent,2017,0.60617778352,0.675922544084,0.550850957255
Prevalence,United States,Male,80 plus,Injuries,Percent,2017,0.811639967014,0.866365101635,0.768234362541
Prevalence,United States,Female,80 plus,Injuries,Percent,2017,0.762876384546,0.839164606045,0.706433168634
Prevalence,United States,Male,10 to 14,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,10 to 14,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,15 to 19,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,15 to 19,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,20 to 24,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,20 to 24,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,25 to 29,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,25 to 29,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,30 to 34,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,30 to 34,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,35 to 39,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,35 to 39,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,40 to 44,Alzheimer's disease and other dementias,Percent,2017,0.00010489246257,0.000138847886929,7.57404435494e-05
Prevalence,United States,Female,40 to 44,Alzheimer's disease and other dementias,Percent,2017,0.00012592822432,0.00016260033659,9.34405892239e-05
Prevalence,United States,Male,45 to 49,Alzheimer's disease and other dementias,Percent,2017,0.000554373587917,0.000705390932234,0.00042711995518
Prevalence,United States,Female,45 to 49,Alzheimer's disease and other dementias,Percent,2017,0.000651227090881,0.000817116361521,0.000512061519736
Prevalence,United States,Male,50 to 54,Alzheimer's disease and other dementias,Percent,2017,0.000967695447597,0.00117731246774,0.000786684923943
Prevalence,United States,Female,50 to 54,Alzheimer's disease and other dementias,Percent,2017,0.0010126064277,0.00122296941655,0.000838682938234
Prevalence,United States,Male,55 to 59,Alzheimer's disease and other dementias,Percent,2017,0.00172123621028,0.00200258919708,0.00144776925316
Prevalence,United States,Female,55 to 59,Alzheimer's disease and other dementias,Percent,2017,0.00160114569137,0.00187780881705,0.00136340380767
Prevalence,United States,Male,60 to 64,Alzheimer's disease and other dementias,Percent,2017,0.00373230857582,0.00443595091536,0.0031449664943
Prevalence,United States,Female,60 to 64,Alzheimer's disease and other dementias,Percent,2017,0.00336050190938,0.00397712239373,0.00283708020715
Prevalence,United States,Male,65 to 69,Alzheimer's disease and other dementias,Percent,2017,0.00841849186363,0.00980652833251,0.00713809448079
Prevalence,United States,Female,65 to 69,Alzheimer's disease and other dementias,Percent,2017,0.00797781151274,0.00934345223896,0.00673545780786
Prevalence,United States,Male,70 to 74,Alzheimer's disease and other dementias,Percent,2017,0.0209786501562,0.0244989673219,0.0179231091908
Prevalence,United States,Female,70 to 74,Alzheimer's disease and other dementias,Percent,2017,0.021369876694,0.024918145641,0.0180233823889
Prevalence,United States,Male,75 to 79,Alzheimer's disease and other dementias,Percent,2017,0.0481021679312,0.0568813371329,0.0405293088744
Prevalence,United States,Female,75 to 79,Alzheimer's disease and other dementias,Percent,2017,0.0523784991134,0.0615685243286,0.0440469822799
Prevalence,United States,Male,80 plus,Alzheimer's disease and other dementias,Percent,2017,0.133696352253,0.151083113359,0.118225931657
Prevalence,United States,Female,80 plus,Alzheimer's disease and other dementias,Percent,2017,0.17433643245,0.195518379972,0.155736619942
Prevalence,United States,Male,10 to 14,Other malignant neoplasms,Percent,2017,0.000806172882277,0.0012552216353,0.000516980426509
Prevalence,United States,Female,10 to 14,Other malignant neoplasms,Percent,2017,0.000763457452325,0.00109827965446,0.000533108928431
Prevalence,United States,Male,15 to 19,Other malignant neoplasms,Percent,2017,0.000785611175564,0.00123164307282,0.0005202449004
Prevalence,United States,Female,15 to 19,Other malignant neoplasms,Percent,2017,0.000783289527413,0.00116635387132,0.000538183134862
Prevalence,United States,Male,20 to 24,Other malignant neoplasms,Percent,2017,0.000927801832452,0.00140424003696,0.000627968900695
Prevalence,United States,Female,20 to 24,Other malignant neoplasms,Percent,2017,0.000964805200513,0.00141596230616,0.000657599983999
Prevalence,United States,Male,25 to 29,Other malignant neoplasms,Percent,2017,0.00182679279674,0.00294606618862,0.00110974837341
Prevalence,United States,Female,25 to 29,Other malignant neoplasms,Percent,2017,0.00156897502298,0.0022833836187,0.00106362905476
Prevalence,United States,Male,30 to 34,Other malignant neoplasms,Percent,2017,0.00219538473408,0.00354642462499,0.00135444466853
Prevalence,United States,Female,30 to 34,Other malignant neoplasms,Percent,2017,0.00189543333436,0.0029187994685,0.00127929218782
Prevalence,United States,Male,35 to 39,Other malignant neoplasms,Percent,2017,0.00139268314494,0.00218234229868,0.000927410687123
