measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,United States,Female,50 to 54,Alzheimer's disease and other dementias,Percent,2017,0.0010126064277,0.00122296941655,0.000838682938234
Prevalence,United States,Male,55 to 59,Alzheimer's disease and other dementias,Percent,2017,0.00172123621028,0.00200258919708,0.00144776925316
Prevalence,United States,Female,55 to 59,Alzheimer's disease and other dementias,Percent,2017,0.00160114569137,0.00187780881705,0.00136340380767
Prevalence,United States,Male,60 to 64,Alzheimer's disease and other dementias,Percent,2017,0.00373230857582,0.00443595091536,0.0031449664943
Prevalence,United States,Female,60 to 64,Alzheimer's disease and other dementias,Percent,2017,0.00336050190938,0.00397712239373,0.00283708020715
Prevalence,United States,Male,65 to 69,Alzheimer's disease and other dementias,Percent,2017,0.00841849186363,0.00980652833251,0.00713809448079
Prevalence,United States,Female,65 to 69,Alzheimer's disease and other dementias,Percent,2017,0.00797781151274,0.00934345223896,0.00673545780786
Prevalence,United States,Male,70 to 74,Alzheimer's disease and other dementias,Percent,2017,0.0209786501562,0.0244989673219,0.0179231091908
Prevalence,United States,Female,70 to 74,Alzheimer's disease and other dementias,Percent,2017,0.021369876694,0.024918145641,0.0180233823889
Prevalence,United States,Male,75 to 79,Alzheimer's disease and other dementias,Percent,2017,0.0481021679312,0.0568813371329,0.0405293088744
Prevalence,United States,Female,75 to 79,Alzheimer's disease and other dementias,Percent,2017,0.0523784991134,0.0615685243286,0.0440469822799
Prevalence,United States,Male,<1 year,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,<1 year,Alzheimer's disease and other dementias,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,80 to 84,Alzheimer's disease and other dementias,Percent,2017,0.0929984710819,0.110350758621,0.0786816136429
Prevalence,United States,Female,80 to 84,Alzheimer's disease and other dementias,Percent,2017,0.106536673424,0.126375422209,0.0900216369146
Prevalence,United States,Male,85 to 89,Alzheimer's disease and other dementias,Percent,2017,0.153653320836,0.181764951098,0.130780602551
Prevalence,United States,Female,85 to 89,Alzheimer's disease and other dementias,Percent,2017,0.183272739756,0.217460145129,0.155907471652
Prevalence,United States,Male,90 to 94,Alzheimer's disease and other dementias,Percent,2017,0.216174709404,0.25362014158,0.182133639471
Prevalence,United States,Female,90 to 94,Alzheimer's disease and other dementias,Percent,2017,0.273642268532,0.31990553574,0.229667617694
Prevalence,United States,Male,95 plus,Alzheimer's disease and other dementias,Percent,2017,0.262359484854,0.320379785907,0.210332470191
Prevalence,United States,Female,95 plus,Alzheimer's disease and other dementias,Percent,2017,0.362938834224,0.442503094629,0.292568382487
Prevalence,United States,Male,1 to 4,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,1 to 4,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,5 to 9,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,5 to 9,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,10 to 14,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,10 to 14,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,15 to 19,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,15 to 19,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,20 to 24,Parkinson's disease,Percent,2017,1.26951705698e-06,2.06521359645e-06,6.0629271525e-07
Prevalence,United States,Female,20 to 24,Parkinson's disease,Percent,2017,7.71836254117e-07,1.4012917265e-06,1.97121782212e-07
Prevalence,United States,Male,25 to 29,Parkinson's disease,Percent,2017,8.49369529687e-06,1.38297725275e-05,4.0399382304e-06
Prevalence,United States,Female,25 to 29,Parkinson's disease,Percent,2017,5.24764827343e-06,9.52918494925e-06,1.35006009289e-06
Prevalence,United States,Male,30 to 34,Parkinson's disease,Percent,2017,2.30400562916e-05,3.48338691554e-05,1.32931407864e-05
Prevalence,United States,Female,30 to 34,Parkinson's disease,Percent,2017,1.44966252218e-05,2.38323569079e-05,6.00567583911e-06
Prevalence,United States,Male,35 to 39,Parkinson's disease,Percent,2017,4.63625446716e-05,6.17111588371e-05,3.2796193361e-05
Prevalence,United States,Female,35 to 39,Parkinson's disease,Percent,2017,2.9941013072e-05,4.15319242031e-05,2.02492715659e-05
Prevalence,United States,Male,40 to 44,Parkinson's disease,Percent,2017,9.89003191845e-05,0.000127885667928,7.46687797832e-05
Prevalence,United States,Female,40 to 44,Parkinson's disease,Percent,2017,6.06146687579e-05,8.21454448246e-05,4.45525480218e-05
Prevalence,United States,Male,45 to 49,Parkinson's disease,Percent,2017,0.000255697116814,0.000314842206065,0.000197647168006
Prevalence,United States,Female,45 to 49,Parkinson's disease,Percent,2017,0.000139096643499,0.000173402877046,0.000107493886275
Prevalence,United States,Male,50 to 54,Parkinson's disease,Percent,2017,0.000584102707726,0.000711545654749,0.000465457602988
Prevalence,United States,Female,50 to 54,Parkinson's disease,Percent,2017,0.000300733179787,0.000375664430431,0.000231418565079
Prevalence,United States,Male,55 to 59,Parkinson's disease,Percent,2017,0.00130706266194,0.0015819394321,0.00107054881999
Prevalence,United States,Female,55 to 59,Parkinson's disease,Percent,2017,0.000667026586008,0.000817034569982,0.000539004339873
Prevalence,United States,Male,60 to 64,Parkinson's disease,Percent,2017,0.002682358919,0.0032614114126,0.00218500393892
Prevalence,United States,Female,60 to 64,Parkinson's disease,Percent,2017,0.00138752079209,0.00169913682735,0.00112231744027
Prevalence,United States,Male,65 to 69,Parkinson's disease,Percent,2017,0.00544560295669,0.00647987552728,0.00447905552139
Prevalence,United States,Female,65 to 69,Parkinson's disease,Percent,2017,0.00290211158172,0.00345407182921,0.00237694656203
Prevalence,United States,Male,70 to 74,Parkinson's disease,Percent,2017,0.00987334493343,0.0120546807472,0.00798750542203
Prevalence,United States,Female,70 to 74,Parkinson's disease,Percent,2017,0.00535564457591,0.00660100291096,0.00433486666737
Prevalence,United States,Male,75 to 79,Parkinson's disease,Percent,2017,0.0164718557728,0.0192649186053,0.0136481500463
Prevalence,United States,Female,75 to 79,Parkinson's disease,Percent,2017,0.00896637508183,0.0104509686244,0.00748355271612
Prevalence,United States,Male,<1 year,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,<1 year,Parkinson's disease,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,80 to 84,Parkinson's disease,Percent,2017,0.0231474260827,0.0282324903592,0.0183690229742
Prevalence,United States,Female,80 to 84,Parkinson's disease,Percent,2017,0.0126826159224,0.0152245498981,0.0101388846226
Prevalence,United States,Male,85 to 89,Parkinson's disease,Percent,2017,0.025431976384,0.0300896221868,0.0208660421825
Prevalence,United States,Female,85 to 89,Parkinson's disease,Percent,2017,0.0139457779194,0.016394903789,0.0114272418031
Prevalence,United States,Male,90 to 94,Parkinson's disease,Percent,2017,0.0233231892525,0.0284393719281,0.0187396822784
Prevalence,United States,Female,90 to 94,Parkinson's disease,Percent,2017,0.0127523631903,0.015455342256,0.0104308205704
Prevalence,United States,Male,95 plus,Parkinson's disease,Percent,2017,0.0180983769801,0.0234010362097,0.013315945099
Prevalence,United States,Female,95 plus,Parkinson's disease,Percent,2017,0.0101421278824,0.0129601020189,0.00758908696859
Prevalence,United States,Male,1 to 4,Epilepsy,Percent,2017,0.00493380992828,0.00688006286926,0.00329563970368
Prevalence,United States,Female,1 to 4,Epilepsy,Percent,2017,0.00401442287787,0.00558902962784,0.00268505981839
Prevalence,United States,Male,5 to 9,Epilepsy,Percent,2017,0.005904224217,0.00825087110364,0.00392777429118
Prevalence,United States,Female,5 to 9,Epilepsy,Percent,2017,0.00505225720621,0.00707730952752,0.0033966563173
Prevalence,United States,Male,10 to 14,Epilepsy,Percent,2017,0.00562811644945,0.00770519694704,0.00380791542971
Prevalence,United States,Female,10 to 14,Epilepsy,Percent,2017,0.00511608993556,0.0069939145393,0.00345232805242
Prevalence,United States,Male,15 to 19,Epilepsy,Percent,2017,0.00499344767349,0.00672718308613,0.00337304419771
Prevalence,United States,Female,15 to 19,Epilepsy,Percent,2017,0.0047854154586,0.00641250757051,0.00326736158167
Prevalence,United States,Male,20 to 24,Epilepsy,Percent,2017,0.00448369496967,0.00604262822203,0.00300778623068
Prevalence,United States,Female,20 to 24,Epilepsy,Percent,2017,0.00458900865586,0.00617349704242,0.00307638144511
Prevalence,United States,Male,25 to 29,Epilepsy,Percent,2017,0.00373406925705,0.00507860699098,0.00249604813304
Prevalence,United States,Female,25 to 29,Epilepsy,Percent,2017,0.00423798233973,0.00571949369371,0.00286906290403
Prevalence,United States,Male,30 to 34,Epilepsy,Percent,2017,0.00307175893745,0.0042219420804,0.00208571960496
Prevalence,United States,Female,30 to 34,Epilepsy,Percent,2017,0.00386334379618,0.00526052241886,0.00266441635845
Prevalence,United States,Male,35 to 39,Epilepsy,Percent,2017,0.00281476818681,0.0038077166013,0.00192912063954
Prevalence,United States,Female,35 to 39,Epilepsy,Percent,2017,0.00371365818717,0.00502113895228,0.00257969492894
Prevalence,United States,Male,40 to 44,Epilepsy,Percent,2017,0.00280792021351,0.00386893286898,0.00188916173682
Prevalence,United States,Female,40 to 44,Epilepsy,Percent,2017,0.0037364206095,0.00516606715688,0.00251998397328
Prevalence,United States,Male,45 to 49,Epilepsy,Percent,2017,0.00300777977883,0.00408945660442,0.00203490540682
Prevalence,United States,Female,45 to 49,Epilepsy,Percent,2017,0.00383833962916,0.00523846313436,0.00256649499082
Prevalence,United States,Male,50 to 54,Epilepsy,Percent,2017,0.00335874566488,0.00452402447553,0.0022474373688
Prevalence,United States,Female,50 to 54,Epilepsy,Percent,2017,0.0039977476916,0.00534497331553,0.00270286785063
Prevalence,United States,Male,55 to 59,Epilepsy,Percent,2017,0.0038485637772,0.00516745346792,0.00263097727088
Prevalence,United States,Female,55 to 59,Epilepsy,Percent,2017,0.00428232213564,0.00576104719027,0.00294716351443
Prevalence,United States,Male,60 to 64,Epilepsy,Percent,2017,0.004574486637,0.00623275477346,0.00308761323918
Prevalence,United States,Female,60 to 64,Epilepsy,Percent,2017,0.00481813899617,0.00653427451703,0.00331014033709
Prevalence,United States,Male,65 to 69,Epilepsy,Percent,2017,0.00562451918662,0.00762825908466,0.00377664400656
Prevalence,United States,Female,65 to 69,Epilepsy,Percent,2017,0.00565961451234,0.00767844755568,0.0037812861917
Prevalence,United States,Male,70 to 74,Epilepsy,Percent,2017,0.00691522178789,0.00929468829897,0.00463999139474
Prevalence,United States,Female,70 to 74,Epilepsy,Percent,2017,0.00667431451302,0.00895979571273,0.00449523126774
Prevalence,United States,Male,75 to 79,Epilepsy,Percent,2017,0.00824422236677,0.0109583431468,0.00557119317903
Prevalence,United States,Female,75 to 79,Epilepsy,Percent,2017,0.00775001420529,0.0102783442329,0.00527268955409
Prevalence,United States,Male,<1 year,Epilepsy,Percent,2017,0.00495642124765,0.00727514485832,0.00304431112744
Prevalence,United States,Female,<1 year,Epilepsy,Percent,2017,0.00412547621495,0.00602240873778,0.00259175862314
Prevalence,United States,Male,80 to 84,Epilepsy,Percent,2017,0.00943765343839,0.0125696096259,0.00639203223666
Prevalence,United States,Female,80 to 84,Epilepsy,Percent,2017,0.00868123898858,0.0115232923068,0.00591263901495
Prevalence,United States,Male,85 to 89,Epilepsy,Percent,2017,0.0100492468778,0.0134358728675,0.00681327771321
Prevalence,United States,Female,85 to 89,Epilepsy,Percent,2017,0.0088976315954,0.0119108996521,0.0060390575944
Prevalence,United States,Male,90 to 94,Epilepsy,Percent,2017,0.0100779014768,0.0136403478002,0.00679380271767
Prevalence,United States,Female,90 to 94,Epilepsy,Percent,2017,0.00844606400509,0.0114208839953,0.00566015671911
Prevalence,United States,Male,95 plus,Epilepsy,Percent,2017,0.00983916117596,0.0133268549926,0.00655144325947
Prevalence,United States,Female,95 plus,Epilepsy,Percent,2017,0.00774118864603,0.0104503652389,0.00516758822379
Prevalence,United States,Male,1 to 4,Multiple sclerosis,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,1 to 4,Multiple sclerosis,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,5 to 9,Multiple sclerosis,Percent,2017,3.22321470854e-06,4.60250929894e-06,1.88089682531e-06
Prevalence,United States,Female,5 to 9,Multiple sclerosis,Percent,2017,4.06458399153e-06,5.84548790752e-06,2.34782288538e-06
Prevalence,United States,Male,10 to 14,Multiple sclerosis,Percent,2017,2.30229772142e-05,2.96773140274e-05,1.63570325472e-05
Prevalence,United States,Female,10 to 14,Multiple sclerosis,Percent,2017,3.40585284107e-05,4.57063192871e-05,2.4868500009e-05
Prevalence,United States,Male,15 to 19,Multiple sclerosis,Percent,2017,8.14515625561e-05,0.000102862970003,6.60994940799e-05
Prevalence,United States,Female,15 to 19,Multiple sclerosis,Percent,2017,0.000168997654131,0.000208336271918,0.000134843562225
Prevalence,United States,Male,20 to 24,Multiple sclerosis,Percent,2017,0.000239598373614,0.000279659776062,0.000202243655188
Prevalence,United States,Female,20 to 24,Multiple sclerosis,Percent,2017,0.000614508751272,0.000725136257066,0.000512745159057
Prevalence,United States,Male,25 to 29,Multiple sclerosis,Percent,2017,0.000508083518045,0.000601512588945,0.00042741568696
Prevalence,United States,Female,25 to 29,Multiple sclerosis,Percent,2017,0.00138576043069,0.00159010936588,0.00116669164858
Prevalence,United States,Male,30 to 34,Multiple sclerosis,Percent,2017,0.0008046214529,0.000902423624926,0.000701842905235
Prevalence,United States,Female,30 to 34,Multiple sclerosis,Percent,2017,0.00223644424395,0.00245116903916,0.00199669009562
Prevalence,United States,Male,35 to 39,Multiple sclerosis,Percent,2017,0.00105787179746,0.00116232766836,0.000951543296519
Prevalence,United States,Female,35 to 39,Multiple sclerosis,Percent,2017,0.00274567839334,0.00294153601827,0.00255076117538
Prevalence,United States,Male,40 to 44,Multiple sclerosis,Percent,2017,0.00121752448524,0.0013169909097,0.00112289199784
Prevalence,United States,Female,40 to 44,Multiple sclerosis,Percent,2017,0.00285778854229,0.00305224479379,0.00266999005742
Prevalence,United States,Male,45 to 49,Multiple sclerosis,Percent,2017,0.00130976525759,0.00140824126873,0.00121260711055
Prevalence,United States,Female,45 to 49,Multiple sclerosis,Percent,2017,0.00286706444453,0.00306220409627,0.00268038493632
Prevalence,United States,Male,50 to 54,Multiple sclerosis,Percent,2017,0.0013365896719,0.00142994610795,0.00124942100803
Prevalence,United States,Female,50 to 54,Multiple sclerosis,Percent,2017,0.00282530917168,0.00301664330005,0.00264521727731
Prevalence,United States,Male,55 to 59,Multiple sclerosis,Percent,2017,0.00130247326094,0.00139155699329,0.00122044545632
Prevalence,United States,Female,55 to 59,Multiple sclerosis,Percent,2017,0.00273964045864,0.00292678424043,0.00256895214121
Prevalence,United States,Male,60 to 64,Multiple sclerosis,Percent,2017,0.0012137492721,0.00129411511498,0.00113792830538
Prevalence,United States,Female,60 to 64,Multiple sclerosis,Percent,2017,0.0026030043183,0.00278699246193,0.00243931286534
Prevalence,United States,Male,65 to 69,Multiple sclerosis,Percent,2017,0.00108727911565,0.00115847764063,0.0010190758014
Prevalence,United States,Female,65 to 69,Multiple sclerosis,Percent,2017,0.00241571988279,0.00258131298773,0.00226092411417
Prevalence,United States,Male,70 to 74,Multiple sclerosis,Percent,2017,0.000942021097241,0.00100640036974,0.000881945082277
Prevalence,United States,Female,70 to 74,Multiple sclerosis,Percent,2017,0.00218489203099,0.00233784595452,0.00204000248846
Prevalence,United States,Male,75 to 79,Multiple sclerosis,Percent,2017,0.000795506027581,0.000852336967802,0.000741704182681
Prevalence,United States,Female,75 to 79,Multiple sclerosis,Percent,2017,0.00190692595496,0.00204408503724,0.00177473607065
Prevalence,United States,Male,<1 year,Multiple sclerosis,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,<1 year,Multiple sclerosis,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,80 to 84,Multiple sclerosis,Percent,2017,0.000656457733004,0.000704412410241,0.000608856665452
Prevalence,United States,Female,80 to 84,Multiple sclerosis,Percent,2017,0.00160500650475,0.00172487135901,0.00148623437277
Prevalence,United States,Male,85 to 89,Multiple sclerosis,Percent,2017,0.000530567188752,0.000572927794702,0.000484672994514
Prevalence,United States,Female,85 to 89,Multiple sclerosis,Percent,2017,0.00130721544587,0.0014160475836,0.00119715970081
Prevalence,United States,Male,90 to 94,Multiple sclerosis,Percent,2017,0.000416294967699,0.000458430241077,0.000375046263915
Prevalence,United States,Female,90 to 94,Multiple sclerosis,Percent,2017,0.00102756388773,0.00112973843236,0.000918617653552
Prevalence,United States,Male,95 plus,Multiple sclerosis,Percent,2017,0.000318299205425,0.000358053257486,0.000277035644981
Prevalence,United States,Female,95 plus,Multiple sclerosis,Percent,2017,0.000784591098109,0.000882289518562,0.000673342945799
Prevalence,United States,Male,1 to 4,Motor neuron disease,Percent,2017,8.24738318221e-05,9.61464620773e-05,7.02622894961e-05
Prevalence,United States,Female,1 to 4,Motor neuron disease,Percent,2017,6.73578319418e-05,7.76485596568e-05,5.78031764223e-05
Prevalence,United States,Male,5 to 9,Motor neuron disease,Percent,2017,7.76534235192e-05,9.07943178229e-05,6.71105326172e-05
Prevalence,United States,Female,5 to 9,Motor neuron disease,Percent,2017,6.34058946021e-05,7.30362588026e-05,5.46622382501e-05
Prevalence,United States,Male,10 to 14,Motor neuron disease,Percent,2017,7.07169850112e-05,8.15502320841e-05,6.08488306811e-05
Prevalence,United States,Female,10 to 14,Motor neuron disease,Percent,2017,5.57076508926e-05,6.45007884382e-05,4.82558807452e-05
Prevalence,United States,Male,15 to 19,Motor neuron disease,Percent,2017,6.38934980174e-05,7.41001183176e-05,5.51860794167e-05
Prevalence,United States,Female,15 to 19,Motor neuron disease,Percent,2017,4.96060594563e-05,5.72283157571e-05,4.31613994478e-05
Prevalence,United States,Male,20 to 24,Motor neuron disease,Percent,2017,5.97704749638e-05,6.88732337195e-05,5.16770308608e-05
Prevalence,United States,Female,20 to 24,Motor neuron disease,Percent,2017,4.73824051163e-05,5.43720876729e-05,4.12885596431e-05
Prevalence,United States,Male,25 to 29,Motor neuron disease,Percent,2017,5.52685537513e-05,6.37670775785e-05,4.84088295315e-05
Prevalence,United States,Female,25 to 29,Motor neuron disease,Percent,2017,4.46870522383e-05,5.13201628954e-05,3.91439807359e-05
Prevalence,United States,Male,30 to 34,Motor neuron disease,Percent,2017,5.11002297385e-05,5.8678501642e-05,4.4495217672e-05
Prevalence,United States,Female,30 to 34,Motor neuron disease,Percent,2017,4.15654459809e-05,4.75899535431e-05,3.64311175511e-05
Prevalence,United States,Male,35 to 39,Motor neuron disease,Percent,2017,5.5264346762e-05,6.59652919471e-05,4.63692355322e-05
Prevalence,United States,Female,35 to 39,Motor neuron disease,Percent,2017,4.21508338805e-05,4.82407030747e-05,3.64168968066e-05
Prevalence,United States,Male,40 to 44,Motor neuron disease,Percent,2017,8.04344838826e-05,9.98533022844e-05,6.33103475313e-05
Prevalence,United States,Female,40 to 44,Motor neuron disease,Percent,2017,5.28565409679e-05,6.34988166833e-05,4.3707353275e-05
Prevalence,United States,Male,45 to 49,Motor neuron disease,Percent,2017,0.000115626453907,0.000143615435508,9.12833839967e-05
Prevalence,United States,Female,45 to 49,Motor neuron disease,Percent,2017,6.99824422102e-05,8.60525194821e-05,5.5787462302e-05
Prevalence,United States,Male,50 to 54,Motor neuron disease,Percent,2017,0.000146708463538,0.000183261558854,0.000117114481207
Prevalence,United States,Female,50 to 54,Motor neuron disease,Percent,2017,9.46142629993e-05,0.00011855294085,7.48379495879e-05
Prevalence,United States,Male,55 to 59,Motor neuron disease,Percent,2017,0.000181069761508,0.000221388895174,0.00014603954988
Prevalence,United States,Female,55 to 59,Motor neuron disease,Percent,2017,0.000124182694814,0.000154971616476,9.71984832028e-05
Prevalence,United States,Male,60 to 64,Motor neuron disease,Percent,2017,0.000252494501013,0.000307122934763,0.000205860087648
Prevalence,United States,Female,60 to 64,Motor neuron disease,Percent,2017,0.000164900835317,0.000203882800487,0.000132978565031
Prevalence,United States,Male,65 to 69,Motor neuron disease,Percent,2017,0.000345660333355,0.000413809314801,0.00028512903892
Prevalence,United States,Female,65 to 69,Motor neuron disease,Percent,2017,0.000232220909516,0.000282240660128,0.00018737813735
Prevalence,United States,Male,70 to 74,Motor neuron disease,Percent,2017,0.000433873142173,0.000518310404568,0.000362692241314
Prevalence,United States,Female,70 to 74,Motor neuron disease,Percent,2017,0.000303509229554,0.000365073002857,0.000251726379423
Prevalence,United States,Male,75 to 79,Motor neuron disease,Percent,2017,0.000474822652973,0.000572883988911,0.0003943249492
Prevalence,United States,Female,75 to 79,Motor neuron disease,Percent,2017,0.000325609328096,0.000395350836141,0.000266756200703
Prevalence,United States,Male,<1 year,Motor neuron disease,Percent,2017,7.10723245334e-05,8.51533214702e-05,5.64745779729e-05
Prevalence,United States,Female,<1 year,Motor neuron disease,Percent,2017,5.63513960987e-05,6.43486900585e-05,4.84939270051e-05
Prevalence,United States,Male,80 to 84,Motor neuron disease,Percent,2017,0.00042599058201,0.000515889593572,0.000342328721143
Prevalence,United States,Female,80 to 84,Motor neuron disease,Percent,2017,0.000278584450525,0.000336402858379,0.000223144015831
Prevalence,United States,Male,85 to 89,Motor neuron disease,Percent,2017,0.000359360278312,0.000435684940162,0.000298551328747
Prevalence,United States,Female,85 to 89,Motor neuron disease,Percent,2017,0.000237026816311,0.000289807402893,0.000193712480038
Prevalence,United States,Male,90 to 94,Motor neuron disease,Percent,2017,0.00028599280874,0.000344205429338,0.000236691163779
Prevalence,United States,Female,90 to 94,Motor neuron disease,Percent,2017,0.000177620394139,0.000219346528146,0.000143072073627
Prevalence,United States,Male,95 plus,Motor neuron disease,Percent,2017,0.000261028356274,0.000327462279585,0.000199770339709
Prevalence,United States,Female,95 plus,Motor neuron disease,Percent,2017,0.000157950879034,0.000199994414574,0.000117443164093
Prevalence,United States,Male,1 to 4,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,1 to 4,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,5 to 9,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,5 to 9,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,10 to 14,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Female,10 to 14,Esophageal cancer,Percent,2017,0.0,0.0,0.0
Prevalence,United States,Male,15 to 19,Esophageal cancer,Percent,2017,5.3808901622e-07,6.06609634688e-07,4.79401100966e-07
Prevalence,United States,Female,15 to 19,Esophageal cancer,Percent,2017,7.11626209317e-07,8.21763453163e-07,6.15486400702e-07
Prevalence,United States,Male,20 to 24,Esophageal cancer,Percent,2017,1.9679959936e-06,2.20712889132e-06,1.78022088562e-06
Prevalence,United States,Female,20 to 24,Esophageal cancer,Percent,2017,1.01191322287e-06,1.14691421231e-06,8.84284819403e-07
Prevalence,United States,Male,25 to 29,Esophageal cancer,Percent,2017,5.63760870356e-06,6.35412157664e-06,5.06245277836e-06
Prevalence,United States,Female,25 to 29,Esophageal cancer,Percent,2017,3.68816088156e-06,4.13371995751e-06,3.22945458022e-06
Prevalence,United States,Male,30 to 34,Esophageal cancer,Percent,2017,1.11523836517e-05,1.23779033167e-05,1.01144534155e-05
Prevalence,United States,Female,30 to 34,Esophageal cancer,Percent,2017,5.81417578814e-06,6.63718285736e-06,5.04624430745e-06
Prevalence,United States,Male,35 to 39,Esophageal cancer,Percent,2017,2.43749276304e-05,2.68819200397e-05,2.20231873935e-05
Prevalence,United States,Female,35 to 39,Esophageal cancer,Percent,2017,1.12430641295e-05,1.29657346785e-05,9.59013435994e-06
Prevalence,United States,Male,40 to 44,Esophageal cancer,Percent,2017,5.3558114064e-05,5.78157926643e-05,4.93358461526e-05
Prevalence,United States,Female,40 to 44,Esophageal cancer,Percent,2017,2.30888513e-05,2.66032356663e-05,2.01980295584e-05
Prevalence,United States,Male,45 to 49,Esophageal cancer,Percent,2017,0.000117426062478,0.000125600565346,0.000109672565482
Prevalence,United States,Female,45 to 49,Esophageal cancer,Percent,2017,4.05030364522e-05,4.44828197869e-05,3.67702560836e-05
Prevalence,United States,Male,50 to 54,Esophageal cancer,Percent,2017,0.000203748480685,0.000215259111923,0.000192844347539
Prevalence,United States,Female,50 to 54,Esophageal cancer,Percent,2017,5.3786161902e-05,5.81190827435e-05,4.97294297047e-05
Prevalence,United States,Male,55 to 59,Esophageal cancer,Percent,2017,0.000365145906288,0.000386708947224,0.00034448135371
Prevalence,United States,Female,55 to 59,Esophageal cancer,Percent,2017,8.08126536452e-05,8.69980460893e-05,7.52968807268e-05
Prevalence,United States,Male,60 to 64,Esophageal cancer,Percent,2017,0.000514918729019,0.000546367924292,0.000487391849337
Prevalence,United States,Female,60 to 64,Esophageal cancer,Percent,2017,0.000120533254602,0.000129847823744,0.000111460128319
Prevalence,United States,Male,65 to 69,Esophageal cancer,Percent,2017,0.000633447571875,0.000673372036177,0.000597228241436
Prevalence,United States,Female,65 to 69,Esophageal cancer,Percent,2017,0.00014540307647,0.000157620462546,0.000135405108007
Prevalence,United States,Male,70 to 74,Esophageal cancer,Percent,2017,0.000676890465021,0.00071758363765,0.000636991655323
Prevalence,United States,Female,70 to 74,Esophageal cancer,Percent,2017,0.000175101124031,0.000189499698872,0.000163323106855
